Date,Hour,DA_EC,DA_CC,DA_MLC,RT_LMP
1/10/2004,16,83.69,-0.77,1.58,108.97
1/10/2004,17,102.28,-1.33,1.94,203.13
1/10/2004,18,98.75,-1.69,1.84,122.28
1/10/2004,19,93.33,-2.25,1.74,94.79
1/10/2004,20,81.13,-0.97,1.5,86.21
1/10/2004,21,73.79,-1.74,1.35,70.31
1/10/2004,22,66.25,0,1.21,52.17
1/10/2004,23,67.71,-1.83,1.24,57.65
1/11/2004,0,60.01,0,1.21,63.72
1/11/2004,1,56.69,0,1.14,54.35
1/11/2004,2,56.67,0,1.16,59.3
1/11/2004,3,56.2,0,1.15,68.58
1/11/2004,4,56.67,0,1.16,60.5
1/11/2004,5,56.73,0,1.16,55.67
1/11/2004,6,66.01,-0.99,1.33,50.83
1/11/2004,7,63.96,-1.05,1.29,35.93
1/11/2004,8,68.64,-1.65,1.39,52.88
1/11/2004,9,76.09,-1.42,1.55,63.6
1/11/2004,10,77.93,-1.24,1.58,57.7
1/11/2004,11,70.38,0,1.43,63.23
1/11/2004,12,68.84,0,1.39,58.37
1/11/2004,13,64.76,0,1.3,52.79
1/11/2004,14,61.51,0,1.24,56.11
1/11/2004,15,61.27,0,1.22,58.4
1/11/2004,16,80.79,-1.1,1.63,85.54
1/11/2004,17,100.88,-1.43,2.04,101.41
1/11/2004,18,95.24,-1.94,1.91,71.12
1/11/2004,19,89.14,-1.71,1.77,67.85
1/11/2004,20,78.35,0,1.56,59.45
1/11/2004,21,70.91,0,1.4,44.65
1/11/2004,22,65.25,-0.33,1.28,37.55
1/11/2004,23,56.86,0,1.12,28.51
1/12/2004,0,53.22,0,1.1,40.42
1/12/2004,1,48.56,0,1,41.32
1/12/2004,2,47.23,0,0.98,37.8
1/12/2004,3,47.23,0,0.98,41.13
1/12/2004,4,50.98,0,1.06,41.5
1/12/2004,5,60.56,-0.03,1.27,58.23
1/12/2004,6,69.64,0,1.47,73.63
1/12/2004,7,76.78,0,1.61,59.62
1/12/2004,8,76.76,0,1.6,62.45
1/12/2004,9,77.03,0,1.6,68.2
1/12/2004,10,77.05,0,1.6,76.99
1/12/2004,11,74.51,-0.46,1.56,67.84
1/12/2004,12,72.09,0.44,1.5,62.2
1/12/2004,13,69.55,0,1.45,63.67
1/12/2004,14,67.34,0,1.41,55.15
1/12/2004,15,67.49,0,1.42,52.67
1/12/2004,16,85.53,0,1.81,75.83
1/12/2004,17,104.93,0,2.21,76.18
1/12/2004,18,102.12,0.05,2.15,59.26
1/12/2004,19,92.19,0.93,1.93,58.8
1/12/2004,20,78.37,0,1.63,50.94
1/12/2004,21,72.94,0.02,1.51,44.41
1/12/2004,22,70.16,-1.82,1.44,29.36
1/12/2004,23,55.68,0,1.15,39.62
1/13/2004,0,46.32,0,1,30.4
1/13/2004,1,42.58,0,0.93,41.19
1/13/2004,2,40.61,0,0.89,48.57
1/13/2004,3,40.94,0,0.9,41.57
1/13/2004,4,44.02,-0.01,0.97,24.56
1/13/2004,5,50.64,-0.01,1.1,45.43
1/13/2004,6,68.12,0,1.49,68.8
1/13/2004,7,69.97,-1.06,1.51,81.33
1/13/2004,8,70.26,-1.02,1.51,73.89
1/13/2004,9,69.83,-0.93,1.51,71.32
1/13/2004,10,70.05,-1.06,1.51,70.81
1/13/2004,11,64.73,0,1.4,70.41
1/13/2004,12,63.01,0,1.36,69.64
1/13/2004,13,60.94,0,1.31,60.59
1/13/2004,14,59.98,0,1.3,58.21
1/13/2004,15,60.48,0,1.32,63.42
1/13/2004,16,77.82,-1.13,1.7,81.65
1/13/2004,17,99.14,-1.05,2.17,99.75
1/13/2004,18,93.44,-1.35,2.04,109.05
1/13/2004,19,82.08,-1.52,1.79,104.67
1/13/2004,20,71.97,-0.99,1.56,113.73
1/13/2004,21,64.73,0,1.4,72.75
1/13/2004,22,54.75,0,1.17,61.14
1/13/2004,23,52.24,-0.01,1.13,63.6
1/14/2004,0,63.76,0,1.44,93.67
1/14/2004,1,62.2,0,1.43,100.68
1/14/2004,2,60.81,0,1.39,76.17
1/14/2004,3,60.8,0,1.4,78.05
1/14/2004,4,64.07,0,1.47,70.76
1/14/2004,5,65.91,0.03,1.49,114.35
1/14/2004,6,90.18,0,2.03,161.78
1/14/2004,7,111.56,-5.07,2.51,190.29
1/14/2004,8,114.65,-4.75,2.55,175.33
1/14/2004,9,116.88,-4.49,2.61,239.23
1/14/2004,10,133.09,0,2.97,235.59
1/14/2004,11,133.1,0,2.96,204.86
1/14/2004,12,122.81,0,2.74,252.23
1/14/2004,13,122.82,0,2.73,233.51
1/14/2004,14,118.19,0,2.63,189.44
1/14/2004,15,118.19,0,2.63,210.03
1/14/2004,16,145.17,-1.56,3.23,543.76
1/14/2004,17,158.88,-2.02,3.53,920.29
1/14/2004,18,155.83,-2.37,3.46,279.22
1/14/2004,19,153.64,-1.69,3.41,212.98
1/14/2004,20,147.01,-3.34,3.25,191.22
1/14/2004,21,119.5,-4.35,2.63,159.97
1/14/2004,22,98.51,0,2.17,106.52
1/14/2004,23,73.72,0,1.64,77.81
1/15/2004,0,160.46,0.01,3.72,94.31
1/15/2004,1,128.3,0,2.98,69.91
1/15/2004,2,128.29,0,2.99,67.19
1/15/2004,3,128.29,0,2.99,67.87
1/15/2004,4,151.55,0.01,3.54,101.53
1/15/2004,5,180.03,0.01,4.22,203.05
1/15/2004,6,268.69,0.02,6.21,353.78
1/15/2004,7,334.26,0.03,7.66,302.36
1/15/2004,8,334.32,0.03,7.6,266.94
1/15/2004,9,342.2,0.03,7.77,155.18
1/15/2004,10,342.42,0.03,7.77,134.14
1/15/2004,11,352.86,0.03,7.98,141.31
1/15/2004,12,342.22,0.02,7.76,93.41
1/15/2004,13,334.36,0.02,7.57,121.81
1/15/2004,14,300.79,0.02,6.81,107.66
1/15/2004,15,309.5,0.02,7.02,136.46
1/15/2004,16,366.64,0.03,8.33,223.66
1/15/2004,17,524.36,-21.78,11.93,259.41
1/15/2004,18,529.21,-21.16,12.03,256.81
1/15/2004,19,507.23,-6.88,11.5,377.8
1/15/2004,20,376.02,0.03,8.51,182.85
1/15/2004,21,324.23,0.02,7.3,107.23
1/15/2004,22,257.36,0.01,5.85,103.01
1/15/2004,23,195.5,0.01,4.49,100.6
1/16/2004,0,98.42,0,2.31,73.78
1/16/2004,1,86.06,0,2.02,76.36
1/16/2004,2,78.83,0,1.85,61.49
1/16/2004,3,78.83,0,1.85,92.75
1/16/2004,4,87.46,0,2.05,110.19
1/16/2004,5,100.41,0,2.37,157.97
1/16/2004,6,152.79,-4.97,3.54,186.29
1/16/2004,7,169.44,-14.95,3.91,189.37
1/16/2004,8,179.13,-13.28,4.11,190.16
1/16/2004,9,181.15,-12.92,4.16,194.57
1/16/2004,10,167.64,-2.23,3.83,182.05
1/16/2004,11,172.39,-14.55,3.95,160.22
1/16/2004,12,169.5,-15.02,3.89,141
1/16/2004,13,154.08,-4.72,3.53,134.92
1/16/2004,14,148.5,-5.75,3.41,114.11
1/16/2004,15,143.67,-6.66,3.29,85.27
1/16/2004,16,158.32,-3.92,3.64,129.79
1/16/2004,17,205.59,-8.33,4.74,132.42
1/16/2004,18,211.33,-7.38,4.85,80.27
1/16/2004,19,204.57,-8.64,4.69,107.68
1/16/2004,20,158.37,-3.95,3.62,72.81
1/16/2004,21,141.51,-3.7,3.23,73.24
1/16/2004,22,110.26,0,2.54,61.86
1/16/2004,23,98.13,0,2.28,58.47
1/17/2004,0,69.2,-0.93,1.67,64.62
1/17/2004,1,67.75,0,1.64,80.98
1/17/2004,2,63.91,0,1.54,80.98
1/17/2004,3,63.9,0,1.55,80.98
1/17/2004,4,66.55,0,1.61,80.98
1/17/2004,5,68.25,0,1.66,71.97
1/17/2004,6,74.2,0,1.75,62.95
1/17/2004,7,72.95,-1.16,1.72,62.95
1/17/2004,8,86.74,0,2.07,79.77
1/17/2004,9,100.71,0,2.4,89.06
1/17/2004,10,89.14,-1.07,2.12,74.02
1/17/2004,11,85.59,-1.39,2.03,75.55
1/17/2004,12,78.96,-1.99,1.88,57.58
1/17/2004,13,75.06,-1.78,1.79,54.83
1/17/2004,14,70.64,-1.36,1.67,52.58
1/17/2004,15,69.79,-1.37,1.66,50.99
1/17/2004,16,84.61,-1.44,2.03,62.93
1/17/2004,17,118.25,0,2.84,72.22
1/17/2004,18,118.27,0,2.82,58.87
1/17/2004,19,103.21,0,2.45,52.1
1/17/2004,20,85.58,-1.37,2.02,59.8
1/17/2004,21,78.97,-1.98,1.86,55.57
1/17/2004,22,70.82,-1.33,1.7,53.06
1/17/2004,23,64.62,0,1.56,51.66
1/18/2004,0,54.56,0,1.29,50.51
1/18/2004,1,53.33,0,1.26,49.58
1/18/2004,2,51.14,0,1.21,48.19
1/18/2004,3,50.74,0,1.21,46.81
1/18/2004,4,50.74,0,1.21,46.22
1/18/2004,5,52.58,0,1.26,46.29
1/18/2004,6,53.78,0,1.28,47.57
1/18/2004,7,56.37,0,1.36,51.83
1/18/2004,8,61.51,0,1.48,66.65
1/18/2004,9,68.42,0,1.65,55.44
1/18/2004,10,70.24,0,1.69,66.71
1/18/2004,11,67.62,0,1.63,73.37
1/18/2004,12,63.03,0,1.52,71.84
1/18/2004,13,60.32,0,1.44,59.47
1/18/2004,14,57.71,0,1.38,55.67
1/18/2004,15,57.98,0,1.39,56.33
1/18/2004,16,75.85,0,1.82,76.07
1/18/2004,17,100.68,0,2.43,88.02
1/18/2004,18,94.61,0,2.26,81.61
1/18/2004,19,86.74,0,2.07,86.38
1/18/2004,20,83.05,0,1.98,78.79
1/18/2004,21,67.74,0,1.6,55.9
1/18/2004,22,59.63,0,1.41,53.75
1/18/2004,23,54.35,0,1.29,53.69
1/19/2004,0,53.71,0,1.33,50.69
1/19/2004,1,50.86,0,1.26,51.49
1/19/2004,2,50.67,0,1.25,59.5
1/19/2004,3,50.67,0,1.25,52.92
1/19/2004,4,51.94,0,1.28,56.94
1/19/2004,5,54.22,0,1.34,61.75
1/19/2004,6,57.34,0,1.41,77.85
1/19/2004,7,63.98,0,1.57,73.8
1/19/2004,8,75.4,0,1.88,81.42
1/19/2004,9,76.12,0,1.9,74.59
1/19/2004,10,81.41,-0.42,2.03,96.15
1/19/2004,11,80.51,-0.51,2,104.12
1/19/2004,12,76.7,-0.88,1.9,87.9
1/19/2004,13,74.26,-1.11,1.85,87.14
1/19/2004,14,72.69,-1.15,1.8,60.37
1/19/2004,15,71.81,-1.23,1.78,63.54
1/19/2004,16,83.77,-0.2,2.09,83.5
1/19/2004,17,100.99,0,2.51,126.26
1/19/2004,18,100.22,0.61,2.47,137.61
1/19/2004,19,90.98,0.44,2.25,106.07
1/19/2004,20,86.31,0.42,2.12,98.67
1/19/2004,21,75.57,0.4,1.84,88.96
1/19/2004,22,70.77,-1.15,1.73,54.27
1/19/2004,23,58.74,0,1.44,74.24
1/20/2004,0,58.33,0.02,1.41,110.44
1/20/2004,1,56.92,0,1.39,90.65
1/20/2004,2,56.48,0,1.39,69.98
1/20/2004,3,56.88,0,1.39,77.6
1/20/2004,4,58.46,0,1.44,103.88
1/20/2004,5,61.83,0,1.5,115.64
1/20/2004,6,73.23,0,1.77,110.29
1/20/2004,7,76.2,0.63,1.83,80.34
1/20/2004,8,82.18,1.41,1.96,79.5
1/20/2004,9,85.51,1.17,2.03,76.51
1/20/2004,10,84.28,1.01,2,78.55
1/20/2004,11,84.12,0.98,2.01,100.41
1/20/2004,12,82.34,0.74,1.97,71.78
1/20/2004,13,77.88,0.15,1.85,67.47
1/20/2004,14,74.95,0.09,1.78,62.09
1/20/2004,15,78.98,0.71,1.89,70.89
1/20/2004,16,88.15,0,2.12,89.12
1/20/2004,17,107.22,0,2.57,109.5
1/20/2004,18,105.09,0.38,2.51,105.62
1/20/2004,19,99.82,1.08,2.37,89.42
1/20/2004,20,93.99,2.18,2.23,78.28
1/20/2004,21,82.05,2.02,1.94,52.2
1/20/2004,22,68.45,1.26,1.61,53.89
1/20/2004,23,65.53,1.16,1.55,61.91
1/21/2004,0,59.21,0.5,1.42,60.16
1/21/2004,1,57.54,0.3,1.4,57.32
1/21/2004,2,56.94,0.28,1.38,55.36
1/21/2004,3,56.22,0.18,1.37,56.82
1/21/2004,4,58.5,0.42,1.43,57.27
1/21/2004,5,59.18,0.52,1.43,61.44
1/21/2004,6,70.27,1.2,1.69,86.22
1/21/2004,7,70.78,0.69,1.7,65.53
1/21/2004,8,70.48,1.34,1.68,60.48
1/21/2004,9,74.25,1.45,1.77,64.35
1/21/2004,10,72.75,1.21,1.73,63.94
1/21/2004,11,70.33,1.12,1.68,59.46
1/21/2004,12,69.06,1.05,1.64,56.04
1/21/2004,13,64.98,0.53,1.53,57.28
1/21/2004,14,60.6,0,1.43,55.17
1/21/2004,15,61.48,0.06,1.46,52.14
1/21/2004,16,74.57,0.91,1.79,57.9
1/21/2004,17,97.54,2.75,2.35,68.57
1/21/2004,18,96.2,2.76,2.3,59.32
1/21/2004,19,85.9,2.43,2.05,59.58
1/21/2004,20,80.71,1.69,1.92,62.08
1/21/2004,21,70.21,1.12,1.67,56.56
1/21/2004,22,58.32,0.08,1.38,51.43
1/21/2004,23,57.79,0,1.37,53.26
1/22/2004,0,52.69,0,1.27,52.43
1/22/2004,1,51.47,0,1.25,54.59
1/22/2004,2,50.12,0,1.22,51.84
1/22/2004,3,50.58,0,1.23,50.92
1/22/2004,4,51.2,0,1.24,51.76
1/22/2004,5,54.47,0,1.31,57.33
1/22/2004,6,71.32,0,1.73,80.87
1/22/2004,7,69.18,0,1.66,60.94
1/22/2004,8,68.88,0,1.64,56.16
1/22/2004,9,68.88,0,1.64,67.89
1/22/2004,10,68.22,0.07,1.63,72.94
1/22/2004,11,66.06,0,1.57,67.61
1/22/2004,12,64.2,0,1.53,57.39
1/22/2004,13,61.32,0,1.46,58.78
1/22/2004,14,58.95,0,1.4,54.06
1/22/2004,15,59.18,0,1.42,56.16
1/22/2004,16,70.92,0,1.71,65.84
1/22/2004,17,89.91,-2.09,2.17,74.48
1/22/2004,18,87.96,-2.56,2.11,67.96
1/22/2004,19,82.4,-1.43,1.98,64.85
1/22/2004,20,72.77,0,1.74,59.47
1/22/2004,21,64.91,0,1.54,53.58
1/22/2004,22,56.46,0,1.34,41.02
1/22/2004,23,55.5,0,1.31,52.52
1/23/2004,0,54.46,0,1.29,56.77
1/23/2004,1,53.96,0,1.27,55.62
1/23/2004,2,52.88,0,1.25,54.52
1/23/2004,3,52.72,0,1.25,54.53
1/23/2004,4,54.43,0,1.3,55.35
1/23/2004,5,58.28,0,1.38,64.3
1/23/2004,6,74.49,0,1.78,85.6
1/23/2004,7,78.14,0,1.84,74.98
1/23/2004,8,78.15,0,1.83,79.08
1/23/2004,9,78.4,0,1.84,69.07
1/23/2004,10,77.12,0.94,1.81,69.71
1/23/2004,11,74.66,1.15,1.75,77.2
1/23/2004,12,70.55,1.25,1.65,81.73
1/23/2004,13,67.72,1.05,1.58,74.16
1/23/2004,14,65.9,0.8,1.55,61.17
1/23/2004,15,67,0.92,1.58,71.8
1/23/2004,16,77.6,1.23,1.83,89.45
1/23/2004,17,96.2,3.64,2.28,115.45
1/23/2004,18,91.01,2.99,2.14,105.28
1/23/2004,19,83.81,2.01,1.98,86.66
1/23/2004,20,78.51,1.36,1.85,84.51
1/23/2004,21,71.83,1.61,1.68,100.74
1/23/2004,22,62.01,0,1.44,111.65
1/23/2004,23,60.67,0,1.42,109.98
1/24/2004,0,67.62,0,1.59,92.79
1/24/2004,1,62.12,0,1.47,85.78
1/24/2004,2,60.63,0,1.44,66.7
1/24/2004,3,60.52,0,1.43,67.02
1/24/2004,4,62.03,0,1.48,74.76
1/24/2004,5,64.38,0,1.54,69.01
1/24/2004,6,66.31,0,1.53,54.45
1/24/2004,7,69.8,-0.05,1.63,56.8
1/24/2004,8,79.79,0.04,1.87,76.48
1/24/2004,9,89.76,1.48,2.11,86.93
1/24/2004,10,87.5,2.13,2.06,78.28
1/24/2004,11,85.67,2.64,2.01,67.6
1/24/2004,12,77.9,2.39,1.83,70.18
1/24/2004,13,73.05,1.73,1.72,60
1/24/2004,14,71.13,1.46,1.67,57.59
1/24/2004,15,69.44,1.27,1.64,59.44
1/24/2004,16,83.65,1.64,1.98,69.43
1/24/2004,17,103.79,3.44,2.46,83.77
1/24/2004,18,100.92,3.14,2.36,73.52
1/24/2004,19,88.61,2.24,2.07,62.61
1/24/2004,20,88.83,2.33,2.07,63.39
1/24/2004,21,78.75,1.68,1.82,79.14
